,sentiment,id,sentence
14410,0,1553698662,still feeling bad  no fun. but going to eat with the dad and stepmom.
14597,0,1553770044,@joeyjp we were talking about that today. Alas we probably need some awesome event to attract us all before it will happen 
14607,0,1553771528,"im lonely  keep me company! 22 female, Virginia Beach - Virginia"
14657,0,1553798235,@jameswedmore Delays &amp; circling Houston for 1 1/2 hrs and I didn't make it  Met some others here at the Marriott who missed too. Have fun!
14718,0,1553828633,still has to do school work and is not looking forward to it 
14821,0,1553863943,"@Cschoenfeld I know how ya feel. I'm bored at the moment, no one to go to the pub with "
14993,0,1553946455,jealous of all the IA festivities i'm missing out on this wk- Drake Relays and VEISHEA!   
15213,0,1554041982,@cyntcity can u call me after work 
15286,0,1554072172,seriously almost died about twice in that suit. Its all good now...phone's dying 
15594,0,1554421455,"I guess I'll give this twitter thing a shot, though someone took my alias. "
16107,0,1555785245,@ericturk : haha! Hi darling! I have no clue what to do  how are you?
16150,0,1555791563,@DonnieWahlberg i'm lonely i already missed you 
16230,0,1555839218,what a bad day for my teams...celtics and arsenal 
16318,0,1555868063,@SongzYuuup lmaooo leave thatitans alone i cant believe i missed u 2day
16459,0,1555927601,@paurubio it ruins it when others tweet for u. 
16522,0,1555952232,My internetz have been broken until now.  BOO!
16528,0,1555953161,I don't feeeel good  I wanna go home.
16682,0,1556011110,"ok, I am done twitting...got to get in bed.  Good night."
16706,0,1556014991,Left phone at friends house.. 
16797,0,1556056773,@youngdefective *hugs* 
16803,0,1556058178,1-1 final.
16935,0,1556108912,is it over yet??? i dozed off..   #UFC
17237,0,1556215374,@mrskutcher omg what happened??? It is soooo sad you guys have to be subjected to that!!! 
17261,0,1556219202,sarah has gone back to bega 
17322,0,1556241055,tough lose for the blazers tonight... 
17323,0,1556241207,"Heh.. actually.. Getting pretty sleepeh, so I'm off to bed. Weekend's half over. "
17351,0,1556258377,I am being forced against my will to tweet.  someone help. Twat is the new tweet.
17592,0,1556335829,feeling like ish! 
17620,0,1556351443,@sandradictation  but he's soooooooo cute. ima catch a case 
17889,0,1556425488,@Bia_Loves_NKOTB LOL haha i know right  wonder if @JonathanRKnight will do the butt dance in the summer
17890,0,1556425561,"Got Behind on Email Questions, only 4 left to answer  .... http://tinyurl.com/6x7kmr"
17914,0,1556439747,Still in the studio....tears 
18011,0,1556468002,@NicoleJensen That is so incredibly sad.. 
18149,0,1556510467,Alonso is too light 
18263,0,1556547451,"saw &quot;Chï¿½ri&quot; last night, it was different, going to Charles de Gaulle to get the rents! Too bad Paris is dreary and rainy today "
18340,0,1556571114,This little tree is tiiiiired  25's (and dealing with stupid people) tomorrow and then finishing 10s monday! Raiding every nice
18442,0,1556598205,@macte no bueno indeed. And because is tires are taller than standard avalanche ones it might need to be towed.  I just wanna be home now!
18457,0,1556602575,@dickiemaxx - Sorry your day ended up sucking. Have one for me. 
18490,0,1556617300,Ok. Time to head home. Sad to leave the dancing but the knee really hurts.   I am SO sleeping in tomorrow!
18579,0,1556638251,"@musiclover94 I wanna watch 17 Again too, but it hasn't been released where I live... yet!"
19039,0,1556756505,"missing my baby already.  miss his voice, miss our chats, miss everything about him. talk to me already please... "
19406,0,1556844366,im making sweet love to my pepto bismol right now in between barf sessions 
19471,0,1556857523,Kind of disappointing 
19576,0,1556885189,@AliBali28 aww wish I was there today. So sorry malibu plans fell through
19675,0,1556907275,"@jimmyly Nice.  I should have texted you earlier, I'd have joined. "
19686,0,1556909215,Should live on the west coast...can't fall asleep tonight.  At least It wouldn't be nearly 3am.  missing someone
19870,0,1556951402,@Pocketninjas i'm jealous you went to the cherry blossom festival 
19912,0,1556961107,just got back from the footy... school tomorown 
20054,0,1556988090,is still alone 
20105,0,1556999544,@manxmidge Because Bernie and FOM don't provide a HD feed 
20212,0,1557025702,Oh hand scab 
20307,0,1557045184,@windsorr How did you manage to scrape your shin?  Hope you heal and feel better soon!
20315,0,1557046056,Being bored 
20342,0,1557051688,Thank you Denny's Crew!!! Sorry about my abrupt leave. Jackson and Jimmy are very tired 
20369,0,1557057607,"@MariaCatanzaro if ur home wednesday, ill come, or this weekend, dude i really dont wanna go back to school tomorrow, "
20569,0,1557102234,"Wenger the magician, ain't no tactician   "
20673,0,1557123731,"Happy Sunny Day Everyone, going back to school tomorrow "
20724,0,1557133979,"@JoelMadden omg that movie iss soo sad, i seen it at the cinemas.. really bad idea haha i cried so much  so sadd."
20807,0,1557151040,i miss home... i wanna fly back 
20813,0,1557153290,noone will see these updates! i have no followers 
20862,0,1557161104,Watching Dirty Dancing. Favourite movie of all time. Sad that Patrick Swayze is so sick these days. 
20891,0,1557167621,@jessicastrust @ParentStudent I'm losing followers  i shall go sit here quietly and sob quietly... waiting for my free shipping to arrive
21101,0,1557212241,Super cold. 
21315,0,1557254929,Its not fair we only get 2 weeks!
21498,0,1557294223,Off to work. I hate working Sundays 
21578,0,1557309572,Can't sleep. My stomach hurts 
21628,0,1557318832,@Sheald ive never had a successful ride/run with the iphone mapmyrun or runkingpro or whatever it is.  always stops detecting where i am 
21725,0,1557339406,"The weather is dead nice, can't believe i have to work till 5"
21904,0,1557372852,"I was just thinking, who would want to play an instrument you have to blow. You can't sing along! that makes me sad. "
21957,0,1557385566,Scratch that. Today I feel like I don't want to go back at all 
21994,0,1557392136,"wanted to leave for sharm el sheik, but there are no flight tickets left till tuesday "
22008,0,1557395551,can't believe match was cancelled   is officially gutted. . .
22147,0,1557425020,@stevejonestoday who look like kids? Can't see source of you reply 
22164,0,1557429409,is going to p-town soon. minus a roast 
22177,0,1557432794,i want more sleepy time. 
22280,0,1557454504,@Liana111 I opted for laziness.
22589,0,1557523295,has a game at 8am  FML.
22821,0,1557577405,@missmonnie oh don't QQ in the shower 
22865,0,1557585525,@pseud0random sweeping garden = sweeping garden... sadly  [didn't know it meant something else!] hehe ;D
22870,0,1557585890,i feel like getting my drink onnnnnn and dancing up a storm.  damn law school!! 
22906,0,1557597172,Now back 2 our regular program service - Sunday get ready fro the workweek!   last night was FUN!  Can't wait until next weekend
23078,0,1557639912,Is off to work! How not cool! Its too sunny outside to work! 
23109,0,1557645741,"stoopid capped internet, so slow "
23192,0,1557664593,What a gorgeous day &amp; I get 2 spend it inside icing my foot.
23292,0,1557689393,Off to bed then work tomorrow 
23655,0,1557778490,I'm still up &amp; I cannot sleep 
23836,0,1557821411,Is tired and sore and heading 2 bed
23876,0,1557836648,I have to go and watch manu at a pub. But i wont turn off..  #asot400
24154,0,1557917389,@howthebodyworks I wonder if WM is being unkind to this track too 
24163,0,1557919108,Hubbys Going to Have A Guys Day Out With His Buddy At The Races...Cant Remember The Last Time We Were Apart For A Day 
24213,0,1557936450,hates pc's! and doesn't know how to connect her printer to her mac 
24353,0,1557976972,Watching yiddos vs the toon... 
24451,0,1558003266,@fjkinnit lol we don't have any 
24534,0,1558040705,"Hanging with my Mom on her birthday! Helping get thru Dad's stuff. Man, it's hard. I miss him so bad!! "
24595,0,1558049397,I am not happy doing work when it is so warm outside 
24639,0,1558068968,@Livismint  Join the club.
24665,0,1558072772,Gotta love working 7 days a week..... Bright side..... At least I have a job.. My favorite morning show doesn't.
25077,0,1558212293,have to have my laptop all cleaned and shit coz the viruses  dno how long its gonna take
25091,0,1558215008,"@silvergrrl please also keep @JackThaCat in your thoughts. His tail had a run in w/me &amp; the recliner. He's home, but sporting a cone. "
25302,0,1558288882,@ATT007 Well so much for the Pre coming out today ...
25315,0,1558306294,Just put up my baby girl's crib!! She's always slept with me before so... wish us luck. 
25385,0,1558318038,@adlantis  Clean Me!
25443,0,1558342834, but youre taking steps to change it!
25720,0,1558449252,@jefftakeover would but do you live near me? and kinda got a load of revision to doo 
25922,0,1558528326,I hurt all over 
26042,0,1558583576,"@asiattic sadly, I arrived at the Birds of Prey-show 5 minutes too late since I was too busy taking pictures of parrots. I lose."
26082,0,1558589663,Inventory 
26106,0,1558610928,Still on the sofa in pjs not felling too good!! 
26387,0,1558728941,Curled up under my covers. I'm so damn sleepy 
26412,0,1558734593,@emmers44 I had the best dream ever last night!! And then I woke up and almost cried cus it wasn't real!!
26670,0,1558850232,@CheekyB So sad about the buffaloes....  Hopefully next wknd will work out (my damn job!).
26770,0,1558907097,"waiting here in the Long Beach Airport, going home soon  I could stay another week or so... Bye Sunny California, will miss you!"
26959,0,1558976622,@aimee_sams glad 2 hear ur not out enjoyin the weathr !!!!!!!good up here in north wales ring u in the wk gt 2 gt stuff sortd 4 tomoz  xx
26982,0,1559000611,not quite feeling school anymore 
27111,0,1559059769,workin on my english research paper 
27201,0,1559095643,"damn... this juice i made has real fruit, including strawberries... i guess i'm not having any..  Me + strawberries = bad reaction!"
27203,0,1559096214,Mannn I wish I was in LA right now so I could go to jack in the box n get me a strawberry mango smoothie.. 
27219,0,1559098771,"The unexpected has happened, Ten is closing   One more night of great memories... See you all there!"
27325,0,1559154462,It appears I've forgotten almost an entire module of further maths...just great 
27368,0,1559161629,ohhhh i must go   gotta get myself together for todays baseball games..will tweet in a bit from my phone..
27405,0,1559187934,hoping for mini golf tonight??? Please don't rain 
27675,0,1559319962,"I am going to the mall to get a new fragrance. It better be in stock! I want new shoes too, but I have not seen any awesome sneaks "
27972,0,1559449989,"party day at work. me, dan, martina, donuts, girl scout cookies and arizona iced tea.. today is going to be a good day.. except homework "
28086,0,1559511066,Chuffed to see that Man U have been knocked out FA Cup by Everton xD ....The team that beat LFC 
28128,0,1559516765,i want a show to that rocks my weekend 
28184,0,1559545423,considering going to the airport buti dout i can  not fair i wanna leave this place for a while. but juvi in japan is not the place
28390,0,1559642041,@EMitts go Erica! How do build your endurance so you don't get tired from running? That's one of things I struggle with 
28545,0,1559706836,Is bored and thinks my pre birthday outing could have gone better. Stupid boys have much making up to do 
28599,0,1559735144,@alexleebehan Just saw you couldn't make it to the Sun Run.  Hope Jaxon feels better. Wish I could be there to help out.
28650,0,1559762511,not looking forward to school again on tuesday  @alwayspureblood good luck!! lol
28652,0,1559762716,@diana_music dam it...i dont have any freckles!! 
28858,0,1559842237,i have to keep refreshing  #asot400
28939,0,1559896269,hatez sundays 
29097,0,1559967084,Cleaning my room 
29195,0,1560002677,"Maybe it's just me, but when someone tells me &quot;Have a nice day,&quot; my response is usually &quot;You too,&quot; not &quot;I will,&quot; &quot;Yeah,&quot; or &quot;Whatever.&quot; "
29496,0,1563501327,Monday + Work + No Sleep = 
29590,0,1563529881,"Trying to find people I know on Twitter, but having no luck. "
29776,0,1563579502,"@lilyroseallen Are You Giving Free Tickets In The County Durham Area, Its Not Fair On Me  x"
29842,0,1563599665,About to go back to school - not good. Already half a litre of coffee but still no energy 
29911,0,1563620211,@scottrmcgrew im very sad tonight i cant get @jackgraycnn to tweet to me and im pretty sure hes not even following me 
29972,0,1563638046,B oddkode ugh that sucks im at home 
30051,0,1563659362,wishes everyone didn't go to sleep 
30115,0,1563678668,"@JinnyBoy I wish I could attend me will be in Malacca la  Jin, upload some of ur photos la ..in my FB group .."
30130,0,1563680207,Trying to dispute a parking ticket (due to system just ignoring you) using the time of the sent SMS as the only evidence: not so great 
30182,0,1563696331,@zackalltimelow i SO need u in Brazil! 
30405,0,1563756155,She's too busy to read my blabs. 
30477,0,1563774312,"@Schofe miss good old St James Park and Green Park, especially when the daffs are out  Have a fabby show today . .  from down under"
30522,0,1563789474,"School, why must you come and destroy my happiness? "
30664,0,1563825511,My cat is sleeping on the comforter again! Im stuck with the little blanket 
30691,0,1563829518,@aplusk maybe acorn can look after homeland security like it will the census. 
30849,0,1563875839,School/Work/Project all day/night tomorrow  sall good though
30926,0,1563896482, got a headache
30981,0,1563904652,"I always underestimate how long laundry takes, now I have to drive home at 1AM cause my parents are in NY and won't let me sleep over"
31050,0,1563927942,I want some followers....    !!!!!!
31412,0,1564013353,Dreading the fact that I have to go to work 
31610,0,1564058711,Am still poorly so no work again  Infact i think i won't be going back again as i can't keep letting my friend down.
31642,0,1564068698,On the way home! Traffic yeah baby! 
31791,0,1564100972,"How did this program work again??? Oh, now I remember... It didn't, that's why I'm here apparently "
31866,0,1564119236,"@fraserke  it was cracking thanks.  Ate too much, drank some quality port and then spent Sunday at work  How was yours?"
31871,0,1564119995,@decryption totally agree.  17 days to go
31876,0,1564121126,Mist... Suche meinen MasterCard SecureCode 
32149,0,1564185677,"I forgot my ipod, really missing music "
32233,0,1564203844,I've already given out all the Galene eggs I'm going to in game this month.  People are already comparing them to sand dollars 
32538,0,1564280163,Going over Database theory... 
32633,0,1564299100,A/C ?????? ???? ??? ????? ??????? Tweet ????... 
32879,0,1564362173,@samjmoody love ashes to ashes!! gonna miss tonights boo! 
33003,0,1564395412,@tomwaits doesnt work tom.... its a spam only site  ... try rapidshare
33020,0,1564399201,@yep1guy i know  looks like im forced to play the ps3! oh no the horror!
33076,0,1564412825,@CrashBrazZz Because I'm three months too young to get the job I want. 
33137,0,1564429986,Ah!  need sleep... my lack of sleep is starting to make me feel kinda sick 
33164,0,1564434324,I might have F***** up my only available contact with someone. 
33222,0,1564451168,Hates that her friends are in Egypt right now 
33231,0,1564452768,@MusicalProdigy yeah but its not doing anything 
33260,0,1564463717,craves for an Angus Mushroom and Swiss XXL from Burger King 
33293,0,1564468537,"@ellievolia Cool, i'll see you after work then, def have to work on the thursday, boo "
33323,0,1564478955,ugh why does everything have to remind me of &quot;him&quot;?? 
33378,0,1564488615,Rainy dayy 
33426,0,1564503124,"@QuarterQueen It went away, alas. It went away. "
33520,0,1564536011, driving to school without justin texting me.. What a lonely morning
33636,0,1564562875,Hey peeps! I gotta go to school today. Spring Break is over.  I'll tweet later! Bye!
33753,0,1564599095,shane left his toothbrush..how can something so simple make me cry so much. damn hormones. I miss my shane-e-pot-pie 
33798,0,1564615910,@tiannanosyke i agree 
33846,0,1564622465,@SkinnyMonkie I Love LOVE Sushi. Michael won't eat it  He usually gets some noodle dish. We go to ths great place in Cambridge. YUM!
33848,0,1564622781,Help needed - Black Hat Forum: ukescuba's Avatar ï¿½ ukescuba ukescuba is online now. Joomla/SEO Pro. Join .. http://bit.ly/VsIV4
33888,0,1564638384,Some people update way too much around 3am
33982,0,1564666256,Shuttling Delhi Mumbai 3 times a month ..  ..
34157,0,1564725694,Trying to find more info on a guy who was maimed at work Friday.  
34207,0,1564735498,Photo: Empty office today  http://tumblr.com/xmm1mes35
34283,0,1564756850,@McKatrine cool  send me a message   well i g2g now xD leaving my mac now   we can text instead xD
34284,0,1564756920,"@VIVA_LA_SUE_SUE one day, one day...  all i got now is coney island"
34428,0,1564804359,would like to meet Alan Carr!!!   Becky I love you. xxxx
34457,0,1564826386,@johndobbs - sorry I missed the chat 
34630,0,1564880533,Oracle buying Sun for $7.4 billion..not a happy day
34746,0,1564930609,@martinbean glad you're enjoying it! Wish you were doing bingofaces instead though 
34749,0,1564930866,My internet is REALLY weird right now... Urgh 
34852,0,1564978495,@limburger2001 Oh. that is sad. I was hoping for some puppy play as well as human company on the rooftop
34994,0,1565035829,Back from school.I'm exhausted   P.s photos added of Ashley out in Malibu  http://tinyurl.com/d73s73
35159,0,1565096436,#Oracle buying Sun. NOT GOOD NEWS for the openess of #Java platform 
35243,0,1565129407,Today is going to suck.....really bad 
35277,0,1565155519,"left my ben &amp; jerrys at lucys  ugh. BUT HELLO SUN AGAIN, ily."
35300,0,1565160136,@DallasStar91 the only prob is I don't know when the Canes game is on Sunday so I may have to cut my camping short
35305,0,1565160565,@katyperry Gutted I Can't See You Live When Your In london 
35539,0,1565262178,have to finish encoding 101 names of korean delegates for PECERA..due tomorrow and i haven't started yet..good luck to me!
35549,0,1565263565,"@dannywood I'll fill you up, up cause I got the premium! Please rescind your tweet about changing up the lingo &amp; girls twats. Me no likey "
35668,0,1565325857,At school again. Wish I was at home with Brian 
35698,0,1565352473,@babyexpat Think its a good example of how The Nation is quick to role over for whoever is in power. No crusading journalism there 
35800,0,1565393637,Still recovering from the weekend. Good times! What happened to the weather 
35857,0,1565422170,"#Tweetie for mac is awesome, the best twitter client by far, where is the missing client for Linux "
35860,0,1565422667,an aweful monday morning...rainy outside 
35871,0,1565424551,HEADACHE GO AWAY. I'm going to try to read Breaking Dawn and fall asleep.  I feel awful.
36109,0,1565535690,Looked @ shoes during lunch  my next wages are spoken for; damn you neccessary electricity bill - Car Boot In May = Pretty Things? :p yes!
36120,0,1565538138,At work for now. 
36347,0,1565648569,I feel like shit today 
36683,0,1565834843,"Had to wake up early for WASL,  . But on the bright side its really purtee outside!!!!"
36816,0,1565907568,"SOO exhausted, from the day today ;), cooking for 3 hours   !!!"
